ts,bx,by,bz
1717632134280,-137.9,86.4,96.3
1717632134300,-135.5,83.1,94.9
1717632134320,-133.5,80.2,90.7
1717632134340,-129.0,78.7,91.0
1717632134360,-126.1,76.2,89.3
1717632134380,-126.8,75.8,87.7
1717632134400,-124.2,72.3,85.1
1717632134420,-120.3,68.1,81.1
1717632134440,-118.7,65.4,77.7
1717632134460,-115.8,64.0,75.4
1717632134480,-111.0,62.9,74.6
1717632134500,-107.7,59.5,73.8
1717632134520,-104.4,59.2,70.4
1717632134540,-100.2,59.5,67.2
1717632134560,-96.0,57.6,64.1
1717632134580,-93.7,54.0,61.1
1717632134600,-91.5,51.1,60.2
1717632134620,-88.2,50.1,59.6
1717632134640,-86.1,46.1,58.1
1717632134660,-82.8,43.1,55.3
1717632134680,-79.4,40.5,53.0
1717632134700,-75.9,37.8,50.0
1717632134720,-72.8,35.9,49.4
1717632134740,-68.3,35.1,45.5
1717632134760,-64.5,36.2,44.0
1717632134780,-60.9,33.1,39.6
1717632134800,-56.2,32.1,36.7
1717632134820,-52.1,30.4,35.9
1717632134840,-46.7,27.4,33.4
1717632134860,-42.8,25.9,32.1
1717632134880,-37.3,24.3,28.1
1717632134900,-33.2,21.8,25.4
1717632134920,-31.1,19.4,23.4
1717632134940,-27.6,15.9,21.1
1717632134960,-25.2,13.8,17.8
1717632134980,-20.9,11.7,13.0
1717632135000,-18.4,8.3,10.0
1717632135020,-15.6,7.8,5.5
1717632135040,-10.9,4.1,2.5
1717632135060,-4.9,3.0,1.7
1717632135080,-0.9,1.5,-0.7
1717632135100,2.0,-0.1,-1.0
1717632135120,4.7,-2.3,-3.6
1717632135140,8.3,-5.3,-4.3
1717632135160,13.0,-8.1,-9.1
1717632135180,17.4,-11.2,-12.4
1717632135200,21.3,-12.5,-15.3
1717632135220,26.1,-14.7,-18.3
1717632135240,31.2,-17.9,-21.2
1717632135260,35.3,-20.9,-24.4
1717632135280,39.7,-23.1,-26.0
1717632135300,43.7,-25.6,-29.0
1717632135320,48.0,-27.2,-34.1
1717632135340,52.4,-30.8,-34.2
1717632135360,57.2,-31.8,-36.4
1717632135380,61.4,-33.9,-37.2
1717632135400,63.6,-36.6,-42.1
1717632135420,68.1,-38.3,-41.3
1717632135440,70.2,-39.7,-42.8
1717632135460,73.1,-42.7,-46.6
1717632135480,76.7,-44.3,-50.3
1717632135500,79.9,-46.2,-52.5
1717632135520,83.6,-47.9,-54.9
1717632135540,85.4,-49.2,-56.6
1717632135560,89.9,-51.6,-59.6
1717632135580,93.4,-55.3,-60.0
1717632135600,98.4,-58.9,-64.3
1717632135620,100.3,-59.7,-66.7
1717632135640,104.4,-60.1,-67.1
1717632135660,107.2,-60.2,-69.5
1717632135680,112.2,-63.3,-73.9
1717632135700,116.4,-67.4,-76.4
1717632135720,119.9,-68.6,-76.0
1717632135740,123.4,-69.6,-77.7
1717632135760,124.0,-70.5,-80.8
1717632135780,125.5,-70.4,-84.7
1717632135800,127.0,-71.4,-88.4
1717632135820,129.3,-76.0,-89.8
1717632135840,132.6,-77.9,-91.8
1717632135860,134.7,-80.4,-92.6
1717632135880,136.7,-81.8,-95.6
1717632135900,139.4,-84.6,-98.3
1717632135920,141.8,-85.9,-100.1
1717632135940,143.5,-87.0,-103.6
1717632135960,145.1,-88.0,-106.4
1717632135980,149.0,-89.9,-109.0
1717632136000,151.0,-91.6,-110.1
1717632136020,152.6,-90.0,-112.4
1717632136040,153.6,-91.5,-115.4
1717632136060,155.4,-93.8,-115.8
1717632136080,158.3,-96.4,-117.5
1717632136100,160.6,-98.9,-118.2
1717632136120,163.2,-99.9,-119.5
1717632136140,163.9,-99.5,-123.6
1717632136160,164.2,-102.7,-124.0
1717632136180,165.5,-105.2,-127.2
1717632136200,164.9,-108.1,-127.5
1717632136220,166.8,-107.0,-129.4
1717632136240,166.8,-108.4,-132.4
1717632136260,168.4,-106.1,-135.3
1717632136280,170.0,-106.9,-137.9
1717632136300,169.4,-108.2,-140.3
1717632136320,169.7,-110.0,-141.6
1717632136340,169.4,-111.7,-145.6
1717632136360,168.3,-112.5,-144.7
1717632136380,168.8,-112.7,-144.3
1717632136400,168.3,-114.1,-148.9
1717632136420,168.3,-115.4,-149.4
1717632136440,168.3,-116.2,-151.1
1717632136460,166.8,-116.6,-154.3
1717632136480,169.0,-117.0,-156.6
1717632136500,167.3,-118.0,-156.0
1717632136520,169.7,-117.3,-156.0
1717632136540,168.1,-117.7,-156.9
1717632136560,167.1,-119.8,-160.5
1717632136580,165.6,-120.0,-163.3
1717632136600,165.1,-120.1,-164.3
1717632136620,160.1,-119.8,-163.5
1717632136640,158.8,-120.2,-165.4
1717632136660,157.5,-119.2,-167.1
1717632136680,157.4,-119.3,-168.8
1717632136700,155.9,-119.0,-169.9
1717632136720,154.1,-118.7,-170.2
1717632136740,152.7,-120.1,-172.1
1717632136760,152.0,-120.2,-174.9
1717632136780,149.5,-119.7,-176.2
1717632136800,145.9,-118.8,-176.0
1717632136820,142.7,-118.1,-174.8
1717632136840,143.8,-118.8,-177.9
1717632136860,142.6,-118.0,-178.0
1717632136880,140.6,-117.4,-178.8
1717632136900,137.9,-116.3,-179.8
1717632136920,135.6,-115.1,-180.8
1717632136940,132.9,-114.7,-181.9
1717632136960,131.5,-116.7,-182.7
1717632136980,130.0,-116.3,-184.2
1717632137000,126.7,-115.9,-185.7
1717632137020,122.5,-114.6,-188.4
1717632137040,119.3,-114.5,-187.9
1717632137060,118.5,-115.1,-188.5
1717632137080,116.9,-113.0,-186.8
1717632137100,115.0,-111.9,-190.1
1717632137120,112.3,-112.7,-190.3
1717632137140,108.7,-112.9,-192.0
1717632137160,106.8,-113.7,-193.2
1717632137180,102.2,-111.4,-194.7
1717632137200,98.6,-110.9,-194.0
1717632137220,95.8,-110.0,-193.0
1717632137240,92.3,-107.2,-192.1
1717632137260,90.1,-106.3,-193.4
1717632137280,86.0,-104.3,-192.3
1717632137300,83.3,-103.9,-194.1
1717632137320,80.8,-102.5,-194.0
1717632137340,78.8,-102.8,-195.3
1717632137360,74.0,-101.0,-195.1
1717632137380,71.4,-100.9,-193.9
1717632137400,67.0,-99.8,-194.5
1717632137420,62.3,-98.8,-193.8
1717632137440,61.0,-98.1,-195.2
1717632137460,59.0,-95.7,-198.3
1717632137480,54.3,-95.3,-199.8
1717632137500,49.4,-93.7,-199.6
1717632137520,45.9,-89.8,-199.2
1717632137540,43.1,-87.5,-200.6
1717632137560,39.8,-85.4,-200.1
1717632137580,35.9,-85.0,-199.8
1717632137600,35.2,-83.7,-199.4
1717632137620,29.9,-83.2,-200.8
1717632137640,25.9,-81.5,-201.5
1717632137660,22.2,-77.6,-201.7
1717632137680,17.6,-75.0,-199.4
1717632137700,12.8,-74.4,-202.3
1717632137720,7.8,-72.4,-201.8
1717632137740,6.2,-68.9,-200.0
1717632137760,2.9,-69.4,-200.4
1717632137780,1.2,-68.1,-200.1
1717632137800,-2.8,-66.4,-200.3
1717632137820,-4.6,-65.3,-200.5
1717632137840,-8.5,-62.2,-201.0
1717632137860,-13.7,-61.1,-202.8
1717632137880,-15.8,-56.6,-200.7
1717632137900,-18.2,-54.1,-197.6
1717632137920,-20.6,-54.0,-196.4
1717632137940,-23.3,-50.7,-196.2
1717632137960,-27.3,-48.2,-194.4
1717632137980,-30.2,-47.3,-195.3
1717632138000,-33.9,-44.9,-193.1
1717632138020,-37.4,-42.6,-195.9
1717632138040,-41.8,-42.7,-194.4
1717632138060,-44.2,-39.7,-193.3
1717632138080,-46.7,-36.6,-191.5
1717632138100,-49.4,-34.3,-190.1
1717632138120,-53.0,-31.5,-188.6
1717632138140,-57.7,-30.3,-187.0
1717632138160,-60.7,-27.7,-185.9
1717632138180,-62.0,-24.3,-185.3
1717632138200,-63.8,-22.1,-184.9
1717632138220,-65.8,-19.4,-183.4
1717632138240,-65.8,-18.8,-184.2
1717632138260,-67.7,-17.0,-182.4
1717632138280,-71.5,-14.6,-179.4
1717632138300,-71.3,-13.2,-177.9
1717632138320,-73.3,-12.2,-176.9
1717632138340,-76.7,-10.2,-176.3
1717632138360,-78.8,-7.6,-176.1
1717632138380,-81.6,-2.8,-174.6
1717632138400,-82.9,-1.4,-172.8
1717632138420,-84.9,0.5,-172.3
1717632138440,-85.6,4.3,-170.6
1717632138460,-87.6,6.0,-169.7
1717632138480,-90.2,7.0,-167.8
1717632138500,-93.1,10.6,-169.0
1717632138520,-94.1,13.3,-167.0
1717632138540,-95.3,15.4,-163.3
1717632138560,-97.3,18.7,-160.9
1717632138580,-96.7,19.1,-159.9
1717632138600,-97.2,20.4,-157.5
1717632138620,-97.4,22.8,-155.6
1717632138640,-96.6,24.8,-152.6
1717632138660,-98.3,27.7,-153.4
1717632138680,-99.6,30.4,-151.4
1717632138700,-99.5,31.7,-148.7
1717632138720,-99.3,36.3,-148.4
1717632138740,-99.1,38.4,-148.2
1717632138760,-102.2,40.8,-148.0
1717632138780,-101.4,42.2,-147.0
1717632138800,-101.2,43.1,-144.0
1717632138820,-102.2,44.4,-140.5
1717632138840,-103.8,46.0,-139.0
1717632138860,-103.7,48.5,-137.0
1717632138880,-104.5,51.0,-134.6
1717632138900,-104.4,55.8,-134.2
1717632138920,-102.5,57.4,-132.3
1717632138940,-99.6,57.7,-130.7
1717632138960,-99.8,59.7,-129.2
1717632138980,-98.8,61.8,-128.5
1717632139000,-97.6,63.8,-123.8
1717632139020,-95.6,65.3,-121.3
1717632139040,-92.9,67.5,-121.2
1717632139060,-92.2,67.1,-119.5
1717632139080,-90.7,69.0,-115.5
1717632139100,-89.2,70.3,-114.3
1717632139120,-91.3,71.4,-111.9
1717632139140,-90.6,72.7,-110.8
1717632139160,-89.6,75.1,-110.7
1717632139180,-87.6,75.5,-107.3
1717632139200,-85.9,77.9,-103.7
1717632139220,-82.2,78.3,-104.2
1717632139240,-81.5,79.3,-101.4
1717632139260,-78.2,81.8,-99.5
1717632139280,-76.4,86.5,-97.9
1717632139300,-74.8,88.8,-95.8
1717632139320,-72.8,91.8,-94.8
1717632139340,-70.8,94.3,-91.9
1717632139360,-68.2,95.6,-90.9
1717632139380,-65.3,96.4,-88.1
1717632139400,-61.5,96.1,-84.7
1717632139420,-58.3,96.2,-81.2
1717632139440,-56.5,98.2,-77.7
1717632139460,-52.7,99.6,-76.1
1717632139480,-50.8,101.8,-72.1
1717632139500,-47.0,103.1,-70.1
1717632139520,-45.2,105.8,-67.2
1717632139540,-42.2,106.3,-66.5
1717632139560,-39.7,107.5,-62.8
1717632139580,-37.3,109.6,-58.1
1717632139600,-34.5,109.7,-56.8
1717632139620,-31.9,108.5,-55.0
1717632139640,-29.7,109.4,-52.3
1717632139660,-26.5,110.0,-50.1
1717632139680,-22.8,111.1,-48.2
1717632139700,-19.5,111.8,-44.9
1717632139720,-16.1,114.5,-42.2
1717632139740,-12.5,116.5,-42.7
1717632139760,-10.0,118.6,-41.8
1717632139780,-5.7,118.1,-41.3
1717632139800,-1.9,118.2,-37.3
1717632139820,1.4,117.4,-34.9
1717632139840,4.4,116.1,-31.5
1717632139860,7.3,116.2,-28.1
1717632139880,11.4,117.6,-26.1
1717632139900,15.3,117.2,-24.4
1717632139920,19.3,116.4,-23.4
1717632139940,22.8,117.9,-18.8
1717632139960,26.8,117.9,-16.8
1717632139980,31.1,117.6,-13.7
1717632140000,34.7,117.5,-12.5
1717632140020,39.5,118.0,-9.2
1717632140040,43.4,119.6,-4.2
1717632140060,47.3,118.0,-0.6
1717632140080,51.4,119.3,2.4
1717632140100,55.3,118.5,2.6
1717632140120,59.4,120.2,4.7
1717632140140,62.1,120.3,8.4
1717632140160,63.8,119.3,12.3
1717632140180,68.9,120.0,14.1
1717632140200,72.5,119.5,15.5
1717632140220,76.4,120.1,17.3
1717632140240,79.3,118.7,17.6
1717632140260,83.4,117.1,19.6
1717632140280,86.1,118.3,24.2
1717632140300,90.8,116.5,25.8
1717632140320,94.1,116.3,26.4
1717632140340,96.9,115.2,29.5
1717632140360,100.1,115.2,31.1
1717632140380,101.7,113.8,32.7
1717632140400,107.5,113.1,36.2
1717632140420,111.1,114.4,40.4
1717632140440,115.3,113.6,42.6
1717632140460,118.3,111.3,45.1
1717632140480,121.5,109.8,48.7
1717632140500,124.6,109.3,53.0
1717632140520,126.3,109.1,56.3
1717632140540,127.9,108.3,57.9
1717632140560,132.3,106.5,58.3
1717632140580,135.8,104.7,59.8
1717632140600,138.8,104.6,62.9
1717632140620,142.5,103.1,63.4
1717632140640,146.4,101.5,65.6
1717632140660,147.0,101.9,69.3
1717632140680,149.0,101.3,71.3
1717632140700,153.2,98.9,73.5
1717632140720,155.6,95.7,73.6
1717632140740,157.7,94.9,76.2
1717632140760,160.8,96.8,79.5
1717632140780,162.2,95.9,81.9
1717632140800,163.9,94.9,82.9
1717632140820,166.8,92.8,85.7
1717632140840,168.2,91.9,87.4
1717632140860,168.8,90.6,88.2
1717632140880,171.9,87.3,90.5
1717632140900,175.5,85.9,94.8
1717632140920,176.6,82.7,97.6
1717632140940,178.1,80.8,101.3
1717632140960,180.0,78.8,104.4
1717632140980,181.2,77.1,107.4
1717632141000,181.1,76.2,110.3
1717632141020,184.4,73.9,111.3
1717632141040,186.6,74.2,113.3
1717632141060,190.3,71.0,117.7
1717632141080,191.6,68.8,119.2
1717632141100,192.5,68.6,119.8
1717632141120,192.6,65.3,119.9
1717632141140,193.2,64.2,120.6
1717632141160,194.0,62.3,125.1
1717632141180,192.6,60.3,127.0
1717632141200,193.6,56.7,128.5
1717632141220,194.6,55.5,131.9
1717632141240,195.6,56.0,133.5
1717632141260,194.7,55.0,134.1
1717632141280,193.5,52.3,135.4
1717632141300,192.8,50.8,139.6
1717632141320,192.5,46.9,142.5
1717632141340,192.6,45.9,142.3
1717632141360,194.0,45.2,144.5
1717632141380,194.7,41.0,147.4
1717632141400,195.1,38.8,146.9
1717632141420,194.6,37.4,147.6
1717632141440,194.7,34.4,149.1
1717632141460,195.9,30.3,151.7
1717632141480,193.6,30.9,154.5
1717632141500,192.6,28.0,155.8
1717632141520,191.3,26.7,156.8
1717632141540,188.6,24.2,157.9
1717632141560,186.5,22.3,158.6
1717632141580,185.2,18.7,159.9
1717632141600,186.4,17.1,162.9
1717632141620,184.8,15.4,162.4
1717632141640,182.9,11.4,165.2
1717632141660,180.3,9.2,166.9
1717632141680,178.8,7.6,167.1
1717632141700,177.1,4.5,169.9
1717632141720,174.6,2.4,172.0
1717632141740,172.3,0.1,174.7
1717632141760,170.9,-2.5,178.4
1717632141780,169.5,-3.4,180.6
1717632141800,168.7,-5.7,182.3
1717632141820,167.7,-6.6,181.1
1717632141840,166.1,-11.1,182.3
1717632141860,163.6,-11.9,183.3
1717632141880,161.7,-14.8,184.3
1717632141900,156.7,-17.8,182.7
1717632141920,153.0,-19.2,183.1
1717632141940,149.5,-23.2,183.3
1717632141960,146.3,-25.8,186.1
1717632141980,143.3,-26.6,187.1
1717632142000,140.4,-26.4,186.6
1717632142020,136.1,-30.6,186.2
1717632142040,134.0,-32.0,187.8
1717632142060,132.3,-33.7,188.2
1717632142080,130.0,-35.9,188.5
1717632142100,126.8,-38.2,189.5
1717632142120,123.9,-40.6,191.5
1717632142140,120.1,-40.8,194.1
1717632142160,116.4,-44.2,193.1
1717632142180,113.1,-44.6,195.4
1717632142200,108.9,-48.7,194.2
1717632142220,104.5,-49.7,196.0
1717632142240,100.3,-55.0,197.4
1717632142260,94.6,-57.1,196.6
1717632142280,91.0,-59.7,197.7
1717632142300,84.8,-61.4,197.6
1717632142320,81.3,-63.3,198.0
1717632142340,78.1,-64.0,196.8
1717632142360,74.5,-67.7,196.1
1717632142380,70.3,-69.8,196.5
1717632142400,66.5,-70.8,197.3
1717632142420,63.5,-72.0,197.1
1717632142440,59.6,-74.7,198.3
1717632142460,55.8,-76.7,197.9
1717632142480,52.0,-79.7,199.4
1717632142500,48.3,-81.5,202.8
1717632142520,44.4,-84.2,202.2
1717632142540,41.2,-84.7,204.1
1717632142560,38.0,-85.9,204.0
1717632142580,33.0,-85.5,204.9
1717632142600,29.1,-86.6,205.2
1717632142620,27.6,-89.0,205.7
1717632142640,25.2,-91.3,204.5
1717632142660,21.8,-91.7,202.2
1717632142680,18.1,-92.3,203.6
1717632142700,15.0,-94.3,204.4
1717632142720,10.2,-96.0,203.3
1717632142740,5.8,-96.2,202.2
1717632142760,0.8,-98.6,201.2
1717632142780,-4.3,-98.8,199.6
1717632142800,-5.7,-99.1,199.9
1717632142820,-8.9,-100.8,201.6
1717632142840,-13.4,-99.9,201.7
1717632142860,-16.5,-100.9,200.7
1717632142880,-21.5,-102.0,201.9
1717632142900,-24.7,-102.0,202.5
1717632142920,-29.6,-103.6,202.7
1717632142940,-33.7,-103.3,199.3
1717632142960,-37.5,-106.1,196.7
1717632142980,-39.5,-107.4,196.9
1717632143000,-43.1,-108.6,196.5
1717632143020,-45.8,-108.9,194.7
1717632143040,-50.4,-110.3,194.7
1717632143060,-53.4,-110.3,196.3
1717632143080,-57.7,-111.9,194.0
1717632143100,-61.7,-113.5,191.7
1717632143120,-63.8,-116.8,189.8
1717632143140,-67.0,-115.6,188.1
1717632143160,-70.2,-116.8,188.8
1717632143180,-73.4,-116.5,188.8
1717632143200,-76.8,-117.6,187.9
1717632143220,-78.4,-116.6,186.8
1717632143240,-80.7,-117.0,184.0
1717632143260,-85.1,-119.4,183.5
1717632143280,-86.5,-119.4,181.4
1717632143300,-89.1,-118.0,180.7
1717632143320,-90.1,-118.7,179.7
1717632143340,-92.6,-117.9,179.0
1717632143360,-95.5,-120.0,175.8
1717632143380,-97.8,-121.1,173.5
1717632143400,-101.3,-121.3,172.9
1717632143420,-103.8,-119.3,172.2
1717632143440,-105.8,-118.6,172.1
1717632143460,-109.2,-120.1,169.8
1717632143480,-111.9,-119.6,169.8
1717632143500,-114.2,-120.8,166.4
1717632143520,-116.3,-120.7,164.8
1717632143540,-118.8,-121.0,165.0
1717632143560,-119.6,-120.6,160.1
1717632143580,-120.5,-117.8,158.3
1717632143600,-120.6,-117.8,158.6
1717632143620,-123.3,-116.2,158.6
1717632143640,-123.6,-113.4,157.3
1717632143660,-124.6,-114.2,157.4
1717632143680,-124.4,-114.9,153.0
1717632143700,-125.7,-114.4,151.1
1717632143720,-127.2,-113.2,148.7
1717632143740,-128.1,-113.1,146.3
1717632143760,-128.1,-112.3,144.3
1717632143780,-128.1,-111.7,144.0
1717632143800,-129.0,-111.0,141.2
1717632143820,-129.6,-110.5,139.5
1717632143840,-130.3,-111.3,138.8
1717632143860,-129.7,-109.6,137.1
1717632143880,-130.6,-109.4,136.6
1717632143900,-130.5,-107.8,135.1
1717632143920,-130.6,-106.8,134.3
1717632143940,-130.1,-105.7,132.8
1717632143960,-130.9,-104.0,129.5
1717632143980,-131.2,-102.2,128.2
1717632144000,-131.1,-100.7,124.1
1717632144020,-129.4,-98.4,122.1
1717632144040,-128.8,-96.4,119.0
1717632144060,-127.2,-96.4,117.8
1717632144080,-127.2,-95.1,115.1
1717632144100,-125.9,-95.0,113.2
1717632144120,-124.5,-94.2,111.2
1717632144140,-124.9,-91.8,108.0
1717632144160,-124.1,-89.0,106.5
1717632144180,-121.6,-88.6,103.0
1717632144200,-119.9,-87.7,100.8
1717632144220,-119.6,-85.2,101.8
1717632144240,-117.2,-83.4,99.3
1717632144260,-114.7,-82.4,97.0
1717632144280,-114.6,-82.1,97.3
1717632144300,-112.4,-79.8,94.6
1717632144320,-111.3,-79.4,91.6
1717632144340,-108.9,-78.3,90.9
1717632144360,-106.5,-73.8,86.4
1717632144380,-103.7,-71.7,82.6
1717632144400,-103.2,-69.9,81.2
1717632144420,-100.6,-68.3,78.8
1717632144440,-97.5,-64.8,76.9
1717632144460,-95.3,-62.5,74.2
1717632144480,-92.7,-62.1,71.9
1717632144500,-90.8,-62.2,70.3
1717632144520,-90.4,-61.1,67.5
1717632144540,-89.4,-58.5,61.9
1717632144560,-85.3,-57.7,61.0
1717632144580,-81.7,-53.8,59.4
1717632144600,-80.0,-53.3,56.0
1717632144620,-76.9,-49.9,53.7
1717632144640,-72.7,-48.0,50.8
1717632144660,-69.5,-44.7,49.6
1717632144680,-66.2,-41.6,48.0
1717632144700,-61.5,-40.1,46.0
1717632144720,-57.0,-39.5,44.5
1717632144740,-54.0,-36.6,42.8
1717632144760,-50.6,-34.9,39.1
1717632144780,-48.2,-33.4,36.1
1717632144800,-46.2,-34.4,33.8
1717632144820,-44.3,-31.0,32.0
1717632144840,-41.0,-27.9,30.0
1717632144860,-37.6,-26.6,24.9
1717632144880,-34.4,-23.5,23.9
1717632144900,-31.0,-20.7,21.6
1717632144920,-27.4,-17.5,18.4
1717632144940,-24.9,-15.7,13.6
1717632144960,-22.8,-12.9,11.4
1717632144980,-18.7,-12.8,9.1
1717632145000,-16.3,-8.1,8.5
1717632145020,-12.8,-7.8,8.2
1717632145040,-7.6,-4.9,5.9
1717632145060,-3.6,-3.8,1.9
1717632145080,1.1,-0.4,-2.0
1717632145100,5.4,1.2,-5.3
1717632145120,8.7,3.0,-8.9
1717632145140,13.4,4.4,-11.0
1717632145160,15.3,8.4,-13.5
1717632145180,16.3,10.9,-14.5
1717632145200,20.6,12.0,-16.9
1717632145220,24.2,14.5,-20.0
1717632145240,27.8,16.4,-23.2
1717632145260,32.1,19.4,-24.8
1717632145280,35.0,20.6,-26.2
1717632145300,37.8,24.2,-28.6
1717632145320,40.5,25.8,-30.4
1717632145340,43.8,27.3,-33.4
1717632145360,47.5,31.9,-36.4
1717632145380,51.4,33.5,-38.9
1717632145400,53.4,36.3,-41.4
1717632145420,57.2,39.0,-43.4
1717632145440,59.8,39.7,-45.9
1717632145460,64.4,41.8,-46.8
1717632145480,65.6,43.5,-49.8
1717632145500,67.1,45.0,-52.8
1717632145520,71.3,48.2,-54.7
1717632145540,74.1,50.5,-58.2
1717632145560,76.9,51.6,-60.7
1717632145580,79.3,53.9,-64.6
1717632145600,81.7,56.0,-67.3
1717632145620,85.6,57.0,-69.6
1717632145640,87.8,59.7,-70.8
1717632145660,90.3,62.9,-72.0
1717632145680,92.0,65.5,-74.0
1717632145700,94.4,68.1,-75.0
1717632145720,96.2,70.7,-77.5
1717632145740,99.7,73.1,-81.6
1717632145760,102.9,75.3,-84.4
1717632145780,104.0,76.6,-86.9
1717632145800,106.4,79.5,-87.6
1717632145820,108.5,79.3,-89.3
1717632145840,111.2,81.0,-93.8
1717632145860,112.5,81.4,-94.9
1717632145880,113.3,83.8,-93.8
1717632145900,115.9,86.9,-97.2
1717632145920,117.2,88.3,-98.6
1717632145940,118.4,88.0,-99.6
1717632145960,120.5,89.0,-100.5
1717632145980,122.2,88.0,-103.4
1717632146000,123.7,91.5,-107.4
1717632146020,124.6,93.0,-109.0
1717632146040,125.3,94.4,-111.3
1717632146060,124.7,96.5,-113.1
1717632146080,127.2,96.4,-116.2
1717632146100,127.9,97.0,-118.1
1717632146120,128.8,99.8,-120.7
1717632146140,130.4,100.3,-121.7
1717632146160,131.2,100.8,-123.6
1717632146180,131.3,101.8,-125.4
1717632146200,131.9,104.8,-126.8
1717632146220,131.0,103.7,-129.1
1717632146240,130.2,105.1,-131.3
1717632146260,130.8,105.7,-132.1
1717632146280,131.3,106.8,-133.8
1717632146300,131.8,108.1,-135.2
1717632146320,132.9,110.2,-137.1
1717632146340,132.2,110.9,-137.0
1717632146360,132.2,110.7,-138.5
1717632146380,132.1,111.6,-141.5
1717632146400,130.2,113.0,-142.7
1717632146420,129.6,113.5,-143.3
1717632146440,130.5,115.4,-146.1
1717632146460,130.4,116.4,-146.8
1717632146480,128.8,115.8,-150.4
1717632146500,125.9,116.1,-154.1
1717632146520,125.5,116.8,-155.4
1717632146540,123.2,116.1,-155.4
1717632146560,122.1,116.9,-156.1
1717632146580,122.0,116.8,-156.5
1717632146600,120.6,118.0,-157.7
1717632146620,118.3,120.6,-158.9
1717632146640,116.7,119.8,-162.6
1717632146660,116.1,120.1,-164.7
1717632146680,114.3,121.2,-166.0
1717632146700,111.0,121.2,-167.6
1717632146720,108.8,121.7,-169.6
1717632146740,105.4,122.0,-171.9
1717632146760,104.7,119.5,-173.1
1717632146780,103.5,119.8,-175.5
1717632146800,99.5,121.0,-176.1
1717632146820,97.1,119.7,-175.5
1717632146840,94.6,120.5,-178.0
1717632146860,93.0,121.9,-178.4
1717632146880,89.7,120.2,-177.7
1717632146900,85.9,118.6,-180.5
1717632146920,85.1,120.3,-180.8
1717632146940,82.2,119.0,-183.6
1717632146960,76.3,116.5,-184.6
1717632146980,74.7,118.6,-186.4
1717632147000,71.4,116.5,-187.3
1717632147020,68.4,116.3,-187.0
1717632147040,66.6,116.0,-188.4
1717632147060,62.2,116.7,-190.1
1717632147080,56.1,116.1,-189.5
1717632147100,53.9,116.5,-190.6
1717632147120,50.3,114.4,-191.8
1717632147140,47.1,114.7,-191.7
1717632147160,44.0,112.8,-193.5
1717632147180,39.3,111.9,-192.6
1717632147200,35.4,111.7,-194.5
1717632147220,33.5,110.7,-193.2
1717632147240,29.9,108.6,-194.3
1717632147260,25.4,107.9,-195.9
1717632147280,21.4,107.3,-196.5
1717632147300,17.3,106.6,-197.4
1717632147320,14.0,105.9,-198.2
1717632147340,9.9,102.7,-196.4
1717632147360,7.6,100.6,-197.6
1717632147380,4.6,99.8,-197.3
1717632147400,0.2,96.9,-196.3
1717632147420,-3.7,93.9,-196.2
1717632147440,-6.0,92.9,-195.2
1717632147460,-8.3,92.0,-195.4
1717632147480,-13.9,91.3,-196.9
1717632147500,-18.1,91.2,-196.9
1717632147520,-23.6,89.2,-199.0
1717632147540,-26.6,87.2,-198.2
1717632147560,-31.8,86.6,-195.6
1717632147580,-35.7,84.6,-197.2
1717632147600,-38.9,84.0,-196.2
1717632147620,-42.6,80.1,-197.0
1717632147640,-46.4,80.3,-196.3
1717632147660,-49.9,79.6,-196.4
1717632147680,-53.4,78.3,-195.6
1717632147700,-58.7,76.4,-196.6
1717632147720,-61.4,75.5,-195.9
1717632147740,-63.7,73.7,-197.1
1717632147760,-65.9,71.3,-197.9
1717632147780,-69.7,68.0,-198.8
1717632147800,-72.5,65.7,-197.4
1717632147820,-77.8,63.9,-196.6
1717632147840,-83.5,63.7,-196.9
1717632147860,-88.3,61.0,-195.6
1717632147880,-93.0,57.5,-196.0
1717632147900,-97.2,53.8,-197.2
1717632147920,-100.4,50.6,-196.5
1717632147940,-104.2,49.2,-197.0
1717632147960,-107.7,48.7,-196.0
1717632147980,-113.3,46.6,-195.6
1717632148000,-116.4,43.0,-193.4
1717632148020,-118.9,40.1,-193.1
1717632148040,-123.1,39.6,-191.5
1717632148060,-126.2,37.9,-190.3
1717632148080,-128.4,34.4,-190.7
1717632148100,-132.9,32.3,-190.4
